city,auction_house,exhibition,image_url,artist,title,price,low_estimate,signature,size,created,auction_lot,auction_date,medium
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/406_1.jpg,Christian Rosa,AHHH!,"$75,000","$40,000","$60,000",Signed and Dated,"78.75"" x 70.88",2013,406,11/12/2014,"Oil ,charcoal and oil stick / Canvas"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/407_1.jpg,R H Quaytman,CHAPTER 12,"$137,000","$80,000","$120,000",Signed and Titled,"20.50"" x 32.38",2008,407,11/12/2014,Oil and silkscreen ink / Wood
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/408_1.jpg,Wade Guyton,UNTITLED,-not sold-,"$700,000","$900,000",Signed and Dated,"31.63"" x 19.75",2005,408,11/12/2014,Epson UltraChrome inkjet / Linen
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/409_1.jpg,Michael Manning,YOUNG BLOOD,"$12,500","$8,000","$12,000",Signed and Dated,"48.00"" x 36.00",2014,409,11/12/2014,Acrylic and digital print / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/411_1.jpg,Mark Flood,RED NUDE,"$75,000","$50,000","$70,000",Signed and Titled,"77.00"" x 48.00",2009,411,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/414_1.jpg,Alex Israel,UNTITLED (FLAT),"$233,000","$180,000","$250,000",Signed and Dated,"59.88"" x 59.88",2012,414,11/12/2014,"Acrylic on stucco, wood and aluminum frame"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/415_1.jpg,Michael Staniak,UNTITLED (HOLOGRAPHIC) (2),"$30,000","$15,000","$20,000",Signed and Dated,Dimensions not available,2013,415,11/12/2014,"casting compound, acrylic and board"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/417_1.jpg,Sterling Ruby,SP 30,-not sold-,"$1,000,000","$1,500,000",Signed Initials,"100.00"" x 144.25",2008,417,11/12/2014,Acrylic and spray paint / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/418_1.jpg,Dan Rees,ARTEX PAINTING,"$233,000","$65,000","$75,000",Signed and Dated,"78.75"" x 118.25",2012,418,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/419_1.jpg,Israel Lund,UNTITLED,"$52,500","$40,000","$60,000",Signed and Dated,"44.25"" x 34.00",2013,419,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/420_1.jpg,Joe Bradley,BLONDE,"$305,000","$250,000","$350,000",Signed and Dated,"75.00"" x 69.00",2009,420,11/12/2014,Oilstick / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/421_1.jpg,Mark Bradford,CEILING TO THE FLOOR,-not sold-,"$120,000","$180,000",Signed and Titled,"30.00"" x 24.00",2004,421,11/12/2014,Mixed Media / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/422_1.jpg,Jeff Elrod,TWILIGHT,"$161,000","$50,000","$70,000",Signed and Dated,"48.00"" x 60.00",2000,422,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/423_1.jpg,David Ostrowski,F (GEE VAUCHER),"$35,000","$20,000","$30,000",Signed on Overlap,"39.75"" x 28.00",2012,423,11/12/2014,"Lacquer ,spray paint and paper / Canvas"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/425_1.jpg,Nate Lowman,GREY ALTIMA NEGATIVE,-not sold-,"$320,000","$400,000",Signed and Dated,"35.25"" x 25.50",2005,425,11/12/2014,Latex and silkscreen ink / Canvas on board
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/428_1.jpg,Ryan Sullivan,"DECEMBER 12, 2009 - MARCH 20, 2010","$62,500","$80,000","$100,000",Signed and Titled,"59.00"" x 45.13",2009-10,428,11/12/2014,Oil and latex / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/429_1.jpg,Fredrik Vaerslev,UNTITLED (TERRAZZO PAINTING),"$87,500","$100,000","$150,000",Signed and Dated,"76.88"" x 71.00",2010,429,11/12/2014,"spray paint, house paint and white spirit / Canvas"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/431_1.jpg,Lucien E Smith,FOOLS RUSH IN,"$68,750","$50,000","$70,000",Signed on Overlap,"84.00"" x 60.00",2012,431,11/12/2014,Acrylic on unprimed canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/437_1.jpg,The Bruce High Quality Foundation,SELF PORTRAIT (DOUBLE DAVE),"$62,500","$50,000","$70,000",Signed and Dated,"71.75"" x 71.50",2012,437,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/438_1.jpg,Adam McEwen,UNTITLED (DEAD),"$47,500","$15,000","$20,000",Signed and Dated,"11.25"" x 15.75",2003,438,11/12/2014,flashe / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/439_1.jpg,Richard Prince,UNTITLED (FIGHTER),"$311,000","$150,000","$200,000",Signed and Dated,"16.00"" x 12.00",1992,439,11/12/2014,Acrylic and silkscreen ink / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/440_1.jpg,Carroll Dunham,TIME STORM FIVE (THE ORANGE FLOWERS),"$365,000","$150,000","$200,000",Signed Initials,"66.00"" x 78.13",2009-10,440,11/12/2014,Mixed Media / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/441_1.jpg,Rosemarie Trockel,UNTITLED,"$137,000","$80,000","$120,000",Signed and Dated,"19.75"" x 19.75",1986,441,11/12/2014,knitted wool
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/443_1.jpg,Andreas Gursky,RHEIN I,"$1,805,000","$1,000,000","$1,500,000",Signed and Dated,"57.38"" x 71.25",1996,443,11/12/2014,c-print face-mounted to Plexiglas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/445_1.jpg,Damien Hirst,DOG DAYS,-not sold-,"$500,000","$700,000",Signed on Reverse,"48.00"" x 72.13"" x 4.50",2008,445,11/12/2014,"glass, wood, paint, cigarettes, cigars, ash and lipstick"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/447_1.jpg,Jack Goldstein,UNTITLED,"$305,000","$300,000","$500,000",Signed on Stretcher,"72.13"" x 96.00",1984,447,11/12/2014,Acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/449_1.jpg,Sherrie Levine,THIN STRIPE #1,"$209,000","$100,000","$150,000",Signed and Dated,"24.13"" x 20.00",1985,449,11/12/2014,Casein and wax on mahogany
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/450_1.jpg,Christopher Wool,UNTITLED,"$269,000","$100,000","$150,000",Signed and Dated,"40.00"" x 26.13",1988,450,11/12/2014,alkyd / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/452_1.jpg,Robert Longo,UNTITLED (TAEPODONG),"$68,750","$70,000","$90,000",Signed Initials,"46.00"" x 30.00",2006,452,11/12/2014,Charcoal on paper mounted to aluminum
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/454_1.jpg,Sherrie Levine,I. BLACK MIRROR,-not sold-,"$100,000","$150,000",Signed Initials,Dimensions not available,not given,454,11/12/2014,mirron in frame
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/457_1.jpg,John Anthony Baldessari,BLUE HOPE,"$106,250","$100,000","$150,000",Signed and Titled,"7.75"" x 49.00",1985,457,11/12/2014,black and white photograph with oil tint
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/459_1.jpg,Cildo Meireles,JOGO DE VELHA SERIE A 6 XA/OP,"$185,000","$150,000","$200,000",Signed and Dated,"24.13"" x 25.63",1993/94,459,11/12/2014,Acrylic on carpenter rulers laid on masonite
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/464_1.jpg,John Currin,THE PURIFICATION,"$545,000","$600,000","$800,000",Signed and Dated,"36.00"" x 28.00",1994,464,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/465_1.jpg,Christopher Wool,UNTITLED (S. 10),"$293,000","$300,000","$400,000",Signed and Titled,"48.00"" x 24.00",1986,465,11/12/2014,Enamel and alkyd / Aluminum
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/468_1.jpg,Jeff Elrod,MEDIUM COOL (B/W BLUR),"$305,000","$50,000","$70,000",Signed and Titled,"85.00"" x 60.00",2014,468,11/12/2014,UV ink on Fischer canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/472_1.jpg,Ed Ruscha,EXTENDED JET (D.2013.31),"$20,000","$20,000","$30,000",Signed and Dated,"5.38"" x 7.38",2013,472,11/12/2014,graphite on die-cut graph paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/474_1.jpg,William Joseph Kentridge,HUILBOOM,"$100,000","$40,000","$60,000",Signed and Dated,"46.00"" x 43.38",2014,474,11/12/2014,Ink on Conto di Stima 1886 ledge pages
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/475_1.jpg,Joel Meyerowitz,CEZANNE'S STUDIO (NINE OBJECTS),-not sold-,"$60,000","$80,000",Signed and Dated,"69.00"" x 56.25",2014,475,11/12/2014,9 archival pigment prints
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/476_1.jpg,Olafur Eliasson,FIVE GREY NEGATIVE MOVIE,"$15,000","$12,000","$18,000",Signed and Dated,"12.13"" x 16.13",2010,476,11/12/2014,Watercolor and pencil / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/478_1.jpg,Gerhard Richter,PARK (5 MAI 1990),"$281,000","$120,000","$180,000",Signed and Dated,"25.00"" x 32.00",1990,478,11/12/2014,Oil and offset print / Card
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/479_1.jpg,Sigmar Polke,UNTITLED,-not sold-,"$350,000","$450,000",Signed and Dated,"35.38"" x 27.50",1994,479,11/12/2014,Acrylic on printed fabric
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/480_1.jpg,Gilbert & George,HERE AND THERE (in 21 parts),"$185,000","$150,000","$200,000",Signed and Titled,"100.00"" x 196.00",1989,480,11/12/2014,hand-dyed gelatin silver print
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/481_1.jpg,Damien Hirst,LUMICHROME,-not sold-,"$250,000","$350,000",Signed on Stretcher,"34.00"" x 34.00",2005,481,11/12/2014,household gloss / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/482_1.jpg,Andreas Gursky,MAY DAY II,"$425,000","$400,000","$600,000",Unavailable,"73.00"" x 88.38",1998,482,11/12/2014,color coupler print face-mounted to Plexiglas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/483_1.jpg,Elger Esser,LA BAIE DU MONT SAINT MICHEL FRANKREICH,-not sold-,"$30,000","$40,000",Signed on Label,"72.50"" x 95.00",2009,483,11/12/2014,c-print face-mounted to Plexiglas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/485_1.jpg,Georg Kern Baselitz,HANDTUCH 6.IV.98,"$209,000","$200,000","$300,000",Signed and Titled,"98.50"" x 78.75",1998,485,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/486_1.jpg,Gerhard Richter,"SCHWARZ, ROT, GOLD","$365,000","$350,000","$450,000",Signed and Dated,"39.00"" x 39.00",1999,486,11/12/2014,synthetic resin paint / Glass
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/487_1.jpg,Sigmar Polke,UNTITLED (INTERFERENZBILD VIOLETT),"$377,000","$300,000","$400,000",Signed and Dated,"77.50"" x 59.00",1999,487,11/12/2014,interference color dispersion on black primed paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/488_1.jpg,Gilbert & George,COLOURED CROSS (in 15 parts),"$81,250","$80,000","$120,000",Signed and Titled,"71.25"" x 98.88",1982,488,11/12/2014,hand-dyed gelatin silver prints
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/489_1.jpg,Sigmar Polke,UNTITLED,"$281,000","$220,000","$280,000",Signed and Dated,"78.75"" x 59.00",2006,489,11/12/2014,Gouache and dispersion / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/490_1.jpg,Thomas Demand,SCHEUNE (BARN),"$125,000","$120,000","$180,000",Signed and Dated,"72.25"" x 100.00",1997,490,11/12/2014,c-print face-mounted to Plexiglas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/491_1.jpg,Damien Hirst,LITANY,"$365,000","$300,000","$400,000",Signed and Titled,"36.00"" x 36.00",2006,491,11/12/2014,butterflies and household gloss / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/492_1.jpg,Andreas Gursky,GREELEY,"$395,000","$350,000","$450,000",Unavailable,"87.25"" x 111.13",2003,492,11/12/2014,c-print face-mounted to Plexiglas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/496_1.jpg,Rudolf Stingel,UNTITLED,"$137,000","$10,000","$15,000",Signed and Dated,"31.50"" x 23.88",1997,496,11/12/2014,Oil / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/500_1.jpg,Chris (Christopher) Ofili,UNTITLED [TWO WORKS],"$32,500","$30,000","$40,000",Signed and Dated,Dimensions not available,2004,500,11/12/2014,Watercolor and pencil / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/503_1.jpg,Manolo Valds,HOMMAGE MATISSE,"$425,000","$400,000","$600,000",Signed and Dated,"90.00"" x 72.00",1999,503,11/12/2014,Oil / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/511_1.jpg,Richard Artschwager,UNTITLED I,"$56,250","$40,000","$60,000",Signed and Dated,"24.00"" x 18.00",2001,511,11/12/2014,Acrylic on celotex in artist's frame
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/512_1.jpg,Richard Artschwager,PORTRAIT ZERO,"$100,000","$60,000","$80,000",Signed and Dated,"45.25"" x 27.50"" x 6.00",1961,512,11/12/2014,"Wood ,screws and rope"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/513_1.jpg,Mike Kelley,THE BURIED TREASURE,"$100,000","$80,000","$120,000",Signed on Reverse,"42.00"" x 38.25",1983,513,11/12/2014,Acrylic / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/515_1.jpg,Raymond (St Pettibone) Pettibon,I. NO TITLE (I PREFACE WITH) II. NO TITLE (THE FIRE OF...) III. NO TITLE (OTHER MEN'S LINES...) IV. NO TITLE (BUT I HAVE...) [FOUR WORKS],"$22,500","$30,000","$40,000",Signed and Dated,Dimensions not available,not given,515,11/12/2014,Pen and ink / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/516_1.jpg,Raymond (St Pettibone) Pettibon,"I. NO TITLE (WHY DEPART, DEAR...) II. NO TITLE (IN THE LIKENESS...) III. NO TITLE (AN IMAGE LURKING...) [THREE WORKS]","$23,750","$25,000","$35,000",Signed and Dated,Dimensions not available,not given,516,11/12/2014,Watercolor and ink / Paper
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/519_1.jpg,Rashid Johnson,FOR LESTER,"$75,000","$60,000","$80,000",Signed and Dated,"60.63"" x 600.63"" x 2.38",2011,519,11/12/2014,"branded red oak flooring, black soap and wax in artist's frame"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/524_1.jpg,Brendan Fowler,"SUMMER 2010 (""DEBBIE'S CHAIR AT RICK'S HOUSE"" ON COMPUTER, JOEL'S PHONE ON TABLE 1)","$7,500","$10,000","$15,000",Signed and Dated,"33.00"" x 34.00"" x 4.00",2010,524,11/12/2014,"archival inkjet print, wood and Plexiglas"
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/525_1.jpg,Friedrich Kunath,AND I LIVED MY LIFE LIKE A SANDAL IN THE WIND,"$18,750","$20,000","$30,000",Signed and Dated,"57.00"" x 41.00",2010,525,11/12/2014,Watercolor and ink and acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/526_1.jpg,Glenn Ligon,GOLD MUDBONE (LIAR) #1,"$209,000","$150,000","$200,000",Signed and Titled,"32.25"" x 32.25",2006,526,11/12/2014,Oilstick and acrylic / Canvas
New York,Sotheby's New York,contemporary art day auction 11/12/2014,http://www.askart.com/photos2/2014/SNY20141112_87095/528_1.jpg,Jack Pierson,ANOTHER NIGHT,"$106,250","$100,000","$150,000",Signed and Titled,"89.50"" x 123.50"" x 7.75",2006,528,11/12/2014,"found plastic, metal, neon and wood letter forms"
