"","auction_house","city","idd","exhibition","artist","title","price","sold","avg_estimate","area","year_created","auction_lot","auction_date","rate_sold_before","avg_price_sold_before","num_artworks","avg_price_sold","num_artists","sale_rate","volatility_before","volatility","skew_before","skew","medium","artist_median_price","artist_volume","artist_lots_sold","lot_position","caliber"
"1625","Christie's New York Rockefeller Center","New York","fe782605217144fa9f49414399c625ad","post-war and contemporary art evening sale 05/08/2012","Barnett Benedict Newman","Onement V",24577794,1,13664958,2280,1952,0.39344262295082,"05/08/2012",0.947368421052632,11907159,1,8214041,28,0.928571428571429,19619284.1250706,14323561.9942282,3.19269153194356,4.4227408759744,"oil / canvas",4168221,11,1,"Medium","Major"
"1626","Christie's New York Rockefeller Center","New York","7d98dd38a37d45adbf6799c1142d57e9","post-war and contemporary art evening sale 05/08/2012","Clyfford Still","Untitled (PH-786 1955-R)",9395479,1,6559180,6279,1955,0.409836065573771,"05/08/2012",0.95,12574034,1,8214041,28,0.928571428571429,19270595.9985285,14323561.9942282,3.1082838194421,4.4227408759744,"oil / canvas",16378796,12,0.8,"Medium","Major"
"1627","Christie's New York Rockefeller Center","New York","87e7d60294a94c3ba5836d11a7844358","post-war & contemporary day session 11/11/2009","Alfred Jensen","Magneto-Optical Study #13",26130,1,29033,751.825,1974,0.692307692307692,"11/11/2009",0.930232558139535,279415,3,215371,69,0.878612716763006,311236.00428069,256339.921188536,2.44321350288013,2.91481409593973,"oil / canvas",61019.5,42,1,"Late","Major"
"1628","Christie's New York Rockefeller Center","New York","48683d8be50f4f02938da8c8d24ecf9d","post-war & contemporary day session 11/11/2009","Willem de Kooning","Untitled",0,0,290335,1282.5,1972,0.702797202797203,"11/11/2009",0.932584269662921,277760,2,215371,69,0.878612716763006,307697.522105486,256339.921188536,2.45028875811804,2.91481409593973,"oil / paper",629396.5,210,0.734265734265734,"Late","Major"
"1629","Christie's New York Rockefeller Center","New York","d936f5ce09674f3090e79dd0138c95a8","post-war & contemporary day session 11/11/2009","Adolph Gottlieb","Signs",50808,1,24968,456,1965,0.706293706293706,"11/11/2009",0.922222222222222,277760,6,215371,69,0.878612716763006,307697.522105486,256339.921188536,2.45028875811804,2.91481409593973,"acrylic / paper",205428,100,0.869565217391304,"Late","Major"
"1630","Christie's New York Rockefeller Center","New York","f7eb3c964e304d3d860a2695c6d49471","post-war & contemporary day session 11/11/2009","Milton Resnick","Untitled",27581,1,20323,660,1959,0.70979020979021,"11/11/2009",0.923076923076923,275059,3,215371,69,0.878612716763006,306593.995926826,256339.921188536,2.46703771680843,2.91481409593973,"oil / paper on board",42658,32,0.727272727272727,"Late","Major"
"1631","Christie's New York Rockefeller Center","New York","3784002f1e6e4c5490173e5ed7a35b6a","post-war & contemporary day session 11/11/2009","Norman Bluhm","Yellow Rock (triptych)",107424,1,81293,7776,1966,0.713286713286713,"11/11/2009",0.923913043478261,272147,3,215371,69,0.878612716763006,305650.038854603,256339.921188536,2.48129231563575,2.91481409593973,"oil / canvas",37447,81,0.835051546391753,"Late","Major"
"1632","Christie's New York Rockefeller Center","New York","30842188258f427c8188a1f486be9bc8","post-war contemporary art evening sale","Jasper Johns","Target with Four Faces",1578137,1,1151504,639.6875,1979,0.4125,"05/11/2010",0.5,11702166,3,3459476,34,0.893617021276596,0,3168706.6554796,0,2.93311090333307,"ink / plastic",1156039.5,50,0.87719298245614,"Medium","Major"
"1633","Christie's New York Rockefeller Center","New York","b381f249341d4712a058094e4b696d3c","post-war contemporary art evening sale","Yayoi Kusama","No. G.A. White",3835086,1,1439380,2600.75,1960,0.45,"05/11/2010",0.75,4630392,2,3459476,34,0.893617021276596,4356097.74403141,3168706.6554796,0.687437655263134,2.93311090333307,"oil / canvas",146988.5,280,0.909090909090909,"Medium","Major"
"1634","Christie's New York Rockefeller Center","New York","8922dea891dc458daea2fed28449ea2a","post-war contemporary art evening sale","Sam Lewis Francis","Middle Blue",7317236,1,4606018,6912,1957,0.475,"05/11/2010",0.833333333333333,4544413,1,3459476,34,0.893617021276596,3390475.12894579,3168706.6554796,0.93932516817485,2.93311090333307,"oil / canvas",112172,288,0.778378378378378,"Medium","Major"
"1635","Christie's New York Rockefeller Center","New York","f757379e2fd64290a52caa6003e8f946","post-war contemporary art evening sale","Yayoi Kusama","No. Red. Q.",1642621,1,1439380,2547.1875,1960,0.5125,"05/11/2010",0.888888888888889,4576655,2,3459476,34,0.893617021276596,2906340.65450009,3168706.6554796,0.928938514104804,2.93311090333307,"oil / canvas",146988.5,280,0.909090909090909,"Medium","Major"
"1636","Christie's New York Rockefeller Center","New York","082b49aecb4b4ed9bed157ea8cef4cad","post-war and contemporary art 3/1/2018","Larry Poons","Robert Kinder Spiele",100672,1,40269,7550,1975,0.270207852193995,"03/01/2018",0.889908256880734,106465,3,72083,205,0.908517350157729,126076.021303709,99253.4692083977,2.85753317131858,3.39052735491632,"acrylic / canvas",35724.5,42,0.823529411764706,"Early","Major"
"1637","Christie's New York Rockefeller Center","New York","eef2fcaa5e2c413ebd7a624c33805781","post-war & contemporary morning session 11/15/2012","Robert Burns Motherwell","Untitled (Elegy)",317013,1,136408,667,1960,0.287323943661972,"11/15/2012",0.5,54563,5,335101,84,0.816326530612245,0,345327.062673662,0,2.09273524815233,"tempera / paperboard",134813,169,0.820388349514563,"Early","Major"
"1638","Christie's New York Rockefeller Center","New York","03ce0b8537f14505b6e90082073f0624","post-war contemporary art evening sale","Ellsworth Kelly","Yellow Curve",1108323,1,575752,1419,1962,0.825,"05/11/2010",0.911764705882353,4258691,1,3459476,34,0.893617021276596,3414544.75066859,3168706.6554796,2.63894789575971,2.93311090333307,"oil / canvas",303348,73,0.802197802197802,"Late","Major"
"1639","Christie's New York Rockefeller Center","New York","d223d0a1730a41338714a60f4d6818ce","post-war contemporary art evening sale","Richard Artschwager","R.C.A. Tower East View",417420,1,460601,1994.75,1973,0.85,"05/11/2010",0.916666666666667,4107399,1,3459476,34,0.893617021276596,3352554.48622446,3168706.6554796,2.71695262187628,2.93311090333307,"acrylic / board",50896,59,0.728395061728395,"Late","Major"
"1640","Christie's New York Rockefeller Center","New York","1e96cee33f6549d8a170daa435272620","post-war contemporary art evening sale","Lee Krasner","Embrace",0,0,978779,3648,1956,0.925,"05/11/2010",0.925,3789897,1,3459476,34,0.893617021276596,3266634.58032472,3168706.6554796,2.81756759102306,2.93311090333307,"oil / canvas",281785.5,26,0.764705882352941,"Late","Major"
"1641","Christie's New York Rockefeller Center","New York","e065faab7f0946c78a3c43efba08b5c2","post-war contemporary art evening sale","Helen Frankenthaler","Woman's Decision",486510,1,575752,2800,1959,0.9375,"05/11/2010",0.902439024390244,3789897,1,3459476,34,0.893617021276596,3266634.58032472,3168706.6554796,2.81756759102306,2.93311090333307,"oil / canvas",449321,124,0.892086330935252,"Late","Major"
"1642","Christie's New York Rockefeller Center","New York","7126d2e1df9a4bed8014f1ff1cc4154e","first open post-war and contemporary art 03/11/2010","Leon Golub","Untitled",34631,1,40403,4966.25,1970,0.508670520231214,"03/11/2010",0.805194805194805,84821,3,62046,103,0.856164383561644,157700.686318345,115115.737142158,3.84751136879531,5.39167813022714,"oil / canvas",31990,23,0.821428571428571,"Medium","Major"
"1643","Christie's New York Rockefeller Center","New York","489f1d82c5d445d3b17bb14b3e6746c1","first open post-war and contemporary art 03/11/2010","Leon Golub","Untitled",23087,1,28859,1976,1970,0.514450867052023,"03/11/2010",0.807692307692308,84024,3,62046,103,0.856164383561644,156538.428782123,115115.737142158,3.88429317756648,5.39167813022714,"oil / canvas",31990,23,0.821428571428571,"Medium","Major"
"1644","Christie's New York Rockefeller Center","New York","b7a44b87ac8a417bb200fc74e420eecb","first open post-war and contemporary art 03/11/2010","Karel Christiaan Appel","Portrait Painting of John Hultberg",25973,1,28859,2668,1970,0.520231213872832,"03/11/2010",0.810126582278481,83072,3,62046,103,0.856164383561644,155448.56997766,115115.737142158,3.91989465770086,5.39167813022714,"acrylic / canvas",31693,81,0.786407766990291,"Medium","Major"
"1645","Christie's New York Rockefeller Center","New York","776e66b381ea4bc88a2a4ba6dc35cf79","first open post-war and contemporary art 03/11/2010","Josef Albers","Double I",15872,1,11543,406.77,1959,0.531791907514451,"03/11/2010",0.814814814814815,81091,3,62046,103,0.856164383561644,153387.951278113,115115.737142158,3.98834442572676,5.39167813022714,"ink / paper",327504,119,0.901515151515151,"Medium","Major"
"1646","Christie's New York Rockefeller Center","New York","2ae226cab4d94474ab1d3059f3e1fc22","post-war & contemporary evening sale 11/10/2009","Sam Lewis Francis","Japan Line",2046864,1,2032347,15136,1957,0.765957446808511,"11/10/2009",0.777777777777778,2611939,1,2208082,32,0.8125,2174507.22543508,1949656.25993069,1.89820547395272,2.31505779765278,"oil / canvas",112172,288,0.778378378378378,"Late","Major"
"1647","Christie's New York Rockefeller Center","New York","98667bbc306147a69c0c32192c7cd12d","post-war & contemporary evening sale 11/10/2009","Robert Burns Motherwell","Spanish Elegy No. 17",434922,1,406469,108,1953,0.808510638297872,"11/10/2009",0.789473684210526,2540976,1,2208082,32,0.8125,2116092.93641739,1949656.25993069,2.00012269045301,2.31505779765278,"oil / masonite",134813,169,0.820388349514563,"Late","Major"
"1648","Christie's New York Rockefeller Center","New York","6d46b9ae9c404b4885c89357366b726d","post-war & contemporary evening sale 11/10/2009","Mark Rothko","Untitled (Gray and Mauve)",2307004,1,2032347,1546.125,1969,0.851063829787234,"11/10/2009",0.8,2465818,2,2208082,32,0.8125,2073315.6265991,1949656.25993069,2.06629155193986,2.31505779765278,"acrylic / paper",4697223,47,0.854545454545454,"Late","Major"
"1649","Christie's New York Rockefeller Center","New York","8697aca659564fabba0b28954e976498","post-war contemporary morning session ii 11/09/2011","Josef Albers","Study for Homage to the Square",0,0,299840,1024,1961,0.852760736196319,"11/09/2011",0.694736842105263,444014,7,289311,83,0.738095238095238,397308.103503156,316749.111828963,1.6162103548046,2.27441914605364,"oil / masonite",327504,119,0.901515151515151,"Late","Major"
"1650","Christie's New York Rockefeller Center","New York","39544b3135d34c57831ea27e02293aa0","post-war & contemporary morning session 05/11/2016","Georg Kern Baselitz","Ohne Titel (Waldarbeiter/Woodman)",406806,1,522887,584.0744,1967,0.37962962962963,"05/11/2016",0.6,150025,3,300152,84,0.783625730994152,179808.384642247,396725.803878452,1.7350914314693,2.37094176728632,"oil / canvas",282303,57,0.838235294117647,"Medium","Major"
"1651","Christie's New York Rockefeller Center","New York","9f559618989347c3a787be71375a5827","post-war & contemporary art evening sale 11/12/2014","Willem de Kooning","Untitled III",15665425,1,15957988,6695.9294,1978,0.536585365853659,"11/12/2014",0.954545454545455,17120794,4,12098098,42,0.903614457831325,18089722.4806953,15465374.8348784,2.294904302362,2.84323647473905,"oil / canvas",629396.5,210,0.734265734265734,"Medium","Major"
"1652","Christie's New York Rockefeller Center","New York","d1844fa84a644efb901e21308b33bc78","first open | post-war & contemporary art 9/28/2016","Willem de Kooning","Grand Opening",0,0,520306,1032.5,1964,0.0431472081218274,"09/28/2016",0.533333333333333,43250,2,44801,162,0.684210526315789,33504.6055602808,92762.3351757943,1.81159158799205,7.9919836263182,"oil on newsprint / board",629396.5,210,0.734265734265734,"Early","Major"
"1653","Christie's New York Rockefeller Center","New York","3513d60cfc6c41268efa14e86c0e0996","first open | post-war & contemporary art 9/28/2016","Ralph Goings","Lucky Yellow Pick-Up",156091,1,182107,1680,1970,0.0456852791878173,"09/28/2016",0.5,43250,1,44801,162,0.684210526315789,33504.6055602808,92762.3351757943,1.81159158799205,7.9919836263182,"oil / canvas",119380.5,22,0.758620689655172,"Early","Major"
"1654","Christie's New York Rockefeller Center","New York","1559eac6b15a4265b2a98f41cf8efb13","first open | post-war & contemporary art 9/28/2016","Allan D'Arcangelo","Rear View Mirror in Aspen",0,0,104061,5796,1967,0.0482233502538071,"09/28/2016",0.529411764705882,55788,1,44801,162,0.684210526315789,46467.0001050792,92762.3351757943,1.22042706567703,7.9919836263182,"acrylic / canvas",51186.5,24,0.75,"Early","Major"
"1655","Christie's New York Rockefeller Center","New York","14f4a14c697d4e30b67441e882a87b7c","first open | post-war & contemporary art 9/28/2016","Tom Wesselmann","Study for Face #3",0,0,104061,108,1967,0.0609137055837563,"09/28/2016",0.428571428571429,55788,2,44801,162,0.684210526315789,46467.0001050792,92762.3351757943,1.22042706567703,7.9919836263182,"oil / canvas",113099,243,0.791530944625407,"Early","Major"
"1656","Christie's New York Rockefeller Center","New York","24d6c6d3ac61451b8de40cc9e14c497e","first open | post-war & contemporary art 9/28/2016","Brice Marden","Card Drawing (Counting) #3",0,0,62436,39.0625,1976,0.083756345177665,"09/28/2016",0.535714285714286,46220,1,44801,162,0.684210526315789,39005.5195524371,92762.3351757943,1.78145195069026,7.9919836263182,"ink / paper",301011.5,54,0.72,"Early","Major"
"1657","Christie's New York Rockefeller Center","New York","37bbb72f0994498aaf47850b79bc8d6c","first open | post-war & contemporary art 9/28/2016","Kenneth Noland","Level Mode",0,0,104061,4590.93,1966,0.0862944162436548,"09/28/2016",0.517241379310345,46220,2,44801,162,0.684210526315789,39005.5195524371,92762.3351757943,1.78145195069026,7.9919836263182,"acrylic / canvas",171282,121,0.846153846153846,"Early","Major"
"1658","Christie's New York Rockefeller Center","New York","a6939a75ad5b4de0bc792161df05a514","first open | post-war & contemporary art 9/28/2016","Sam Lewis Francis","Untitled",117068,1,62436,654.5,1973,0.0888324873096447,"09/28/2016",0.5,46220,3,44801,162,0.684210526315789,39005.5195524371,92762.3351757943,1.78145195069026,7.9919836263182,"acrylic / paper",112172,288,0.778378378378378,"Early","Major"
"1659","Christie's New York Rockefeller Center","New York","1b607941f036401f9d2eab81b8746cff","first open | post-war & contemporary art 9/28/2016","Sam Lewis Francis","Red Yellow and Blue",62436,1,72842,123.5,1963,0.0913705583756345,"09/28/2016",0.516129032258065,50648,3,44801,162,0.684210526315789,41206.1053150425,92762.3351757943,1.38758688594212,7.9919836263182,"oil / paper",112172,288,0.778378378378378,"Early","Major"
"1660","Christie's New York Rockefeller Center","New York","6c2aaf287c804169bd3c83a19c6363ba","first open | post-war & contemporary art 9/28/2016","Kenneth Noland","Sig",195114,1,130076,7008,1978,0.0989847715736041,"09/28/2016",0.545454545454545,107891,2,44801,162,0.684210526315789,227416.984327914,92762.3351757943,3.69727659423297,7.9919836263182,"acrylic on shpaed canvas / canvas",171282,121,0.846153846153846,"Early","Major"
"1661","Christie's New York Rockefeller Center","New York","06b0344b670940e99c06be2e38db62a4","first open | post-war & contemporary art 9/28/2016","Jack Hamilton Bush","Spin-Off Blue",207602,1,104061,3827,1976,0.101522842639594,"09/28/2016",0.558823529411765,112481,1,44801,162,0.684210526315789,222141.331412873,92762.3351757943,3.70145527533249,7.9919836263182,"acrylic / canvas",236891.5,12,1,"Early","Major"
"1662","Christie's New York Rockefeller Center","New York","63ed1ac56e1648608ae7ff58fb01631b","first open | post-war & contemporary art 9/28/2016","Norman Bluhm","Unknown Nature",0,0,208122,3901.5,1956,0.106598984771574,"09/28/2016",0.555555555555556,117238,2,44801,162,0.684210526315789,217431.171221493,92762.3351757943,3.6905382118706,7.9919836263182,"oil / canvas",37447,81,0.835051546391753,"Early","Major"
